Entity,Year,Alcohol,Animal Fats,Vegetable Oils,Oilcrops,Seafood,Sugar,Starchy Roots,Lamb and Goat,Pork,Poultry,Beef,Eggs,Milk,Nuts,Fruit,Vegetables,Pulses,Barley,Maize,Rice,Wheat
Cambodia,2022,96.83466,14.563216,126.633705,21.026009,91.5806,95.22628,612.55194,0.029243406,39.30314,7.2426167,21.191721,3.9186165,10.615356,1.5401528,17.370583,25.061598,35.189564,0.94553685,2.963332,1384.3828,15.8401785
Cameroon,2015,87.538216,6.5812893,227.03932,173.20619,37.76912,93.8971,476.62283,6.854246,10.67564,13.455754,25.142345,1.334455,27.90224,19.622553,201.7251,76.33689,196.32663,2.011792,367.1773,273.08813,170.04192
Cameroon,2016,89.72443,6.40961,232.07034,180.72269,39.327103,81.37373,463.69586,6.9252095,9.705403,13.648223,22.059572,1.324383,26.659529,17.73258,209.49516,79.41244,196.57484,0.5358191,374.91162,277.2308,160.2908
Cameroon,2017,85.27506,6.2578855,235.81815,159.77321,36.061188,99.28706,459.62604,6.8543563,9.149251,12.2327,19.643087,1.3243667,25.820097,17.702032,199.20093,81.11999,196.52187,1.101954,378.46558,280.06818,169.25609
Cameroon,2018,81.21577,6.065405,235.0951,145.63037,40.294506,109.460335,476.91266,6.388893,8.936363,12.343099,18.782537,1.5466782,25.707209,17.498692,194.75003,78.00111,196.89316,0.18196215,378.48126,287.13626,187.98712
Cameroon,2019,107.552574,6.1054277,241.79112,144.3671,35.71271,101.78072,491.9216,6.1660776,8.885217,12.817356,18.316284,1.2736489,24.66431,16.112669,212.72969,75.71135,183.02132,0.18194985,374.98853,288.2692,216.83366
Cameroon,2020,68.88963,5.5487685,254.22255,203.17186,34.748028,112.28929,528.1943,7.277074,11.036896,2.6177251,23.79199,6.852578,26.894854,0.3234255,188.01129,71.62865,164.89647,0.38406777,366.4916,248.01683,203.16174
Cameroon,2021,83.06404,10.236482,259.47913,118.07826,33.84203,94.20999,537.8144,7.114001,11.43899,14.743362,24.747425,6.5582194,28.132639,0.18189207,183.26636,69.97792,163.5816,0.010105114,370.56467,307.87256,241.96696
Cameroon,2022,79.623856,7.000676,253.58006,117.21335,32.962784,126.21422,555.9123,6.899657,11.859732,16.971336,24.689255,5.889458,24.396297,0.42428342,177.38077,71.85542,164.40982,0.010101986,345.4778,325.0314,231.29509
Canada,2015,104.53696,234.5201,707.5049,79.03117,34.44821,450.20148,136.19316,5.9417453,111.82007,141.08168,105.74915,47.71281,188.05922,41.34382,135.31879,84.28734,47.33524,2.0766299,130.86745,91.70955,542.93445
Canada,2016,103.671715,212.72768,700.7477,85.91957,34.97778,450.10175,145.02716,5.960428,104.08894,143.4079,99.77757,49.48149,201.97905,42.845547,143.92448,85.144714,102.916725,1.9470732,126.01338,102.30082,537.9585
Canada,2017,100.709946,212.17513,684.21387,90.75912,33.26874,436.2873,143.86,6.008236,108.019135,144.6247,99.12099,50.399662,204.89574,42.3953,141.04953,82.98316,121.38622,1.9365388,129.95665,90.42146,550.25507
Canada,2018,98.956116,218.32907,648.7013,86.6524,35.451416,422.62653,143.51369,5.9880123,105.1626,149.66058,101.7962,52.273457,255.38919,46.265583,142.16315,82.08443,101.00177,1.9761432,132.9279,90.2869,575.7131
Canada,2019,92.76646,249.65805,603.6622,80.87892,31.650433,425.4783,133.2357,6.2863894,109.7685,150.81375,97.02689,53.637894,241.68336,51.165054,139.22417,81.2563,89.13167,2.095463,128.77664,125.449715,569.2211
Canada,2020,98.692474,260.9797,622.3194,81.907906,31.325903,432.76596,126.00835,6.2532697,95.56584,150.34647,102.88118,52.20984,245.86269,48.080696,134.06813,82.672195,69.08374,2.084423,134.45523,109.878876,606.91455
Canada,2021,94.221634,249.8719,633.50555,70.98374,31.096315,434.257,149.57785,6.350237,99.36136,147.76207,92.23719,53.9274,248.51256,46.297195,132.63065,81.89821,69.16797,0.5556457,158.44833,91.38387,568.4851
Canada,2022,87.13864,245.98315,637.5672,83.30521,30.796183,429.87866,132.5256,7.2409167,99.34221,152.26727,94.013054,54.668423,249.3213,45.46622,132.94165,81.76986,91.23951,2.1693034,141.99527,117.18201,551.528
Cape Verde,2015,61.666553,42.246223,259.6095,29.065832,21.920616,161.74268,101.520256,7.0482216,72.8424,77.401115,10.076587,18.256403,191.01329,2.5326178,76.94848,64.42549,146.90262,14.624521,466.62677,494.52866,293.66513
Cape Verde,2016,70.64462,20.461231,296.58978,20.635553,19.611403,206.94388,94.85381,7.1472664,75.15526,90.57199,10.067186,20.308697,185.10985,1.0568367,71.854,66.01416,129.07571,14.9700365,559.25183,368.05154,352.16632
Cape Verde,2017,68.001366,37.54231,223.63449,28.542286,16.512886,234.74957,103.1422,7.909441,82.59748,98.20706,14.430875,20.985355,197.72502,3.5250993,82.01363,57.514194,134.4605,18.099182,516.2618,432.58475,332.14145
Cape Verde,2018,68.06159,42.00303,261.63156,29.919508,16.289387,167.68945,105.59172,7.5994883,82.67086,105.2913,15.08771,17.13501,183.77855,3.6161547,80.41215,63.410667,111.9339,19.994553,666.7077,372.51956,321.51508
Cape Verde,2019,73.24169,55.50654,233.01521,25.266981,16.646349,191.52843,83.31032,7.902245,77.170364,104.424126,14.872833,19.228048,178.8781,4.445013,72.59065,63.61083,124.37057,23.381218,563.12476,514.31946,345.73447
Cape Verde,2020,67.227,58.169807,342.826,22.314651,16.631266,168.49771,78.55981,7.9363637,63.921124,113.16959,11.004487,16.665232,175.87933,1.0302554,58.80381,62.551224,138.98259,11.570561,573.2862,507.73477,364.3821
Cape Verde,2021,61.237637,54.295624,259.77914,36.109833,16.569782,238.44098,74.55264,5.1211553,76.73766,98.4286,10.54958,16.262512,159.37033,2.8906076,58.41531,65.300415,117.570335,16.51288,533.66986,559.6626,407.018
Cape Verde,2022,59.635265,50.903976,282.58554,38.212223,16.469604,239.13455,76.11629,5.820858,81.80018,101.60251,16.743528,18.718054,160.89537,4.211562,57.786285,60.331486,117.18186,21.25184,527.3013,557.39856,381.095
Central African Republic,2015,18.176804,17.69792,345.87982,413.72534,15.043232,71.34344,685.02405,19.03047,25.39131,7.1208105,113.66229,1.499118,26.817554,0,83.96102,12.981945,94.9025,,147.43408,65.732155,24.922836
Central African Republic,2016,18.696526,17.135881,331.13763,425.45264,14.461976,81.56971,736.8845,18.831783,24.356466,7.1477537,112.29361,1.2381117,27.019966,0,84.36846,13.473568,94.24215,,168.83058,38.433483,25.958729
Central African Republic,2017,18.846718,17.710493,341.91992,419.42285,14.95854,91.10637,734.58417,19.096895,25.340912,8.506041,115.373604,1.8242122,27.415302,0.041696277,80.963745,13.457474,87.07225,,158.90453,36.484245,31.511961
Central African Republic,2018,18.484276,18.264969,328.30997,424.04178,14.004188,99.87774,736.97955,18.003891,27.601095,9.28391,112.19015,1.4829191,28.36344,0.09398784,83.42987,13.795325,81.93651,,164.39517,43.6939,23.288095
Central African Republic,2019,19.437529,17.878311,327.88846,426.20337,13.759031,81.96422,737.30914,19.332176,25.432083,12.305167,114.82364,2.8550518,28.202854,0.05267623,82.62794,16.203209,84.134476,,183.30275,33.52315,31.647879
Central African Republic,2020,21.75864,17.443054,313.02893,422.20483,13.531387,90.12776,642.7675,18.824892,24.894352,33.334198,113.04502,1.9133148,29.00798,0,81.42217,15.923031,92.274925,0.03188858,226.98291,90.691124,31.495287
Central African Republic,2021,49.212105,17.624554,294.19446,420.5447,13.311822,95.403175,646.27985,18.681387,24.734156,10.611027,113.10245,1.7613878,27.915327,0,80.927765,15.318737,92.14727,0,227.59265,93.94068,25.769636
Central African Republic,2022,22.57708,18.00257,309.16263,428.52676,,83.19484,655.91724,19.096949,25.1051,9.597722,115.42436,2.5389638,27.512737,0.15321334,88.90751,15.890412,94.37942,0,231.3412,100.05926,31.233635
Chad,2015,6.0818057,19.355587,124.16537,239.74864,14.287416,86.54506,104.346405,70.07591,0.9170977,1.7183514,142.0729,0.87848306,44.4551,0,15.0500555,6.361762,78.088455,0.41510737,173.18665,86.27476,46.096226
Chad,2016,5.879665,19.78232,119.68835,238.21814,15.167411,86.37025,147.06885,69.61948,0.95580757,1.5930126,139.96304,0.009654622,44.12162,0.038618486,14.4046955,5.5417523,76.83148,0.4054941,191.13254,85.68477,45.66636
Chad,2017,5.5620723,20.230106,118.21334,238.47385,14.262466,86.76253,127.966286,80.24448,0.86907375,1.4774253,144.4497,0.83044827,39.95808,0.067594625,14.175559,5.2144427,76.11155,0.9752939,185.00648,85.13061,39.282135
Chad,2018,5.4665265,20.600885,116.83494,237.93878,13.772556,86.11228,128.77245,78.76241,0.82094485,1.4583843,148.41716,0.8016285,40.004154,0,13.685633,5.002934,76.589325,1.2362462,179.07222,84.73116,29.73752
Chad,2019,5.0163355,20.867569,119.7928,240.7261,13.502545,90.506676,117.90804,82.10745,0.94720787,1.7204387,146.69157,0.7732309,41.82213,0.038661543,13.280241,4.784366,76.830154,0.3576193,173.2134,84.43681,27.894306
Chad,2020,4.9766045,21.481537,125.88394,234.76045,12.794222,90.94141,112.02675,84.998474,0.9180144,1.7297324,149.3078,0.7537381,45.514187,0.00966331,13.122774,4.532092,85.259384,0.34787917,146.65038,89.77215,32.575016
Chad,2021,7.217558,21.643038,129.22224,223.51303,12.045324,96.873314,106.48067,88.19104,0.8672633,1.6959816,148.77422,0.7227195,46.128773,0.12527137,12.93186,5.0494,77.66825,0,145.14134,110.64353,36.762333
Chad,2022,7.096903,22.433514,127.27369,233.48717,11.629702,93.31612,104.77296,91.501076,0.8450981,1.7286097,154.03833,0.7010473,46.173088,0.36492872,12.618852,4.2062836,80.39956,0.09603387,127.58101,112.20597,35.763016
Chile,2015,117.91902,91.22411,183.85426,22.71444,21.24899,477.20123,97.56119,2.2872865,135.78165,140.50475,116.43377,35.170746,161.12993,11.624564,91.521164,58.083214,26.764223,7.545075,198.07306,82.00566,776.5685
Chile,2016,113.064,76.65306,187.87572,24.610552,20.442795,473.9561,112.65812,2.0888278,141.8126,149.70264,121.8747,35.39128,156.8106,13.493235,82.47405,63.140022,30.42165,5.741802,196.33003,82.17707,791.2896
Chile,2017,106.002174,82.14921,181.33202,24.011324,22.853317,464.2618,120.98698,2.137859,142.54373,147.95766,113.643036,34.57195,165.9414,14.846243,81.100075,64.46238,34.680824,5.3248525,196.83148,82.060135,802.5285
Chile,2018,112.71467,88.789894,158.92105,25.657013,21.95496,449.75,111.85349,2.405345,142.41028,145.45903,115.40706,36.95125,187.52782,24.419695,77.11952,66.55778,35.664436,5.741153,205.63225,82.296455,836.3374
Chile,2019,123.46405,167.69649,138.66772,28.751087,22.542677,398.02255,110.82905,1.7851658,135.2759,142.39673,122.38304,32.41068,178.90337,23.06831,85.09291,63.522156,32.559444,10.582067,128.27408,79.80683,937.5989
Chile,2020,114.52314,170.12077,165.67694,25.537045,22.338688,434.55823,107.55849,1.7336894,127.20697,134.79933,123.09195,33.58774,194.50203,23.105896,99.90634,65.0831,62.592167,10.272609,93.449844,82.260574,910.3763
Chile,2021,157.31792,168.36885,199.12709,30.167128,22.24212,461.7845,94.93979,1.7132444,141.17735,142.6301,139.0934,33.643715,190.27032,21.220184,68.88044,66.79649,27.01115,9.788537,80.6327,68.94055,916.56573
Chile,2022,152.14384,164.26521,194.61378,26.318127,22.137304,460.83295,100.87112,1.8046715,148.10338,144.55418,115.14807,32.574326,168.5463,31.130585,76.61833,66.632484,20.412842,9.945745,78.82405,77.5307,874.223
China,2015,105.7365,42.616043,197.83667,105.45699,60.115677,87.78766,139.62769,15.672802,254.13898,53.56704,25.306086,72.594025,52.70853,19.54608,125.40238,272.19766,11.729645,2.3259635,55.4937,844.2349,604.1815
China,2016,98.97729,41.386147,185.7534,117.09933,60.5366,72.54807,139.30507,16.244936,255.73543,56.852283,25.540594,74.88446,51.919895,21.117418,126.39498,274.99573,12.600558,1.2580589,48.295483,851.51624,618.08636
China,2017,101.320656,42.167847,190.1697,124.06713,61.34957,85.42409,141.02214,16.635479,253.5263,56.35693,26.37113,72.772736,52.223026,21.767914,128.30089,279.60785,14.428733,1.8672477,48.00924,847.2812,621.6038
China,2018,97.07714,42.292118,195.56235,126.476906,61.42593,75.94606,143.39375,16.986752,245.54395,61.855343,27.981705,73.21979,53.197193,22.639017,129.4029,284.231,16.217804,1.4580046,48.47366,857.75604,624.9946
China,2019,98.125694,37.676113,211.4437,138.39877,63.13645,83.273,141.3853,17.519592,237.33354,65.03424,30.923977,77.19008,56.763878,14.283361,135.95163,294.49695,16.12122,1.288499,48.293743,854.97406,617.19104
China,2020,92.11396,37.738846,217.23068,145.63977,63.927227,73.24953,137.82623,17.665417,191.13222,78.07555,35.340824,80.76333,59.360996,14.737834,138.66553,295.17633,17.595476,1.8184988,62.188663,870.0418,617.4503
China,2021,95.75349,39.594902,220.88577,147.8836,64.38545,85.307465,143.11543,18.812826,232.20145,78.48008,37.085857,79.32975,65.53501,15.034267,143.4653,302.97446,17.323395,2.3990853,51.98018,849.83594,624.02203
China,2022,89.17427,39.4796,203.49103,141.70035,64.44199,85.552475,143.78139,18.939402,258.04813,78.929184,39.189453,78.88916,61.37047,16.688286,146.87291,308.49313,16.388134,13.586745,51.975803,882.03784,625.2004
Colombia,2015,70.76503,34.339195,375.59436,17.25487,15.679861,599.06494,177.1132,0.75239253,48.44405,118.94824,97.51007,41.74274,220.67172,1.8759654,301.72946,31.189178,59.81019,7.263096,279.5991,308.84207,233.33197
Colombia,2016,72.73788,28.914436,379.5321,18.061483,15.832663,617.6043,191.37743,0.7529801,54.224606,124.19152,90.23714,43.59253,211.28622,1.8774304,292.92935,37.51849,60.25849,7.931391,267.50876,312.4265,227.75139
Colombia,2017,73.38489,27.867168,422.8396,20.463385,15.792066,646.661,176.00317,0.86394256,57.010162,128.75757,84.41522,46.35152,211.16362,2.0393062,155.30875,37.350445,71.596725,8.287821,271.5492,317.85046,228.90459
Colombia,2018,74.83353,30.767687,395.88895,20.756378,16.886543,635.83875,171.87085,0.9046363,62.731503,132.47897,84.07087,48.056293,213.46402,2.281694,204.19652,40.899612,68.98354,8.463375,286.8099,313.68765,224.51064
Colombia,2019,65.484665,29.826092,373.1982,18.653877,19.096342,580.40204,175.11516,0.25139996,67.87799,136.93253,82.39886,46.49894,209.25528,2.1720958,227.38625,42.486595,68.80314,5.701751,330.53064,313.68683,228.88458
Colombia,2020,63.82686,27.673395,442.31158,17.151268,18.821127,545.7624,173.56479,0.10059395,64.7322,128.31764,77.125374,52.1982,217.67525,2.0722353,219.66699,39.261818,60.98005,8.610843,341.104,328.4795,230.92346
Colombia,2021,77.53431,31.279419,459.70078,18.246326,18.618702,548.70825,171.35243,0.10064163,72.61294,132.5551,75.06859,53.712437,215.13155,3.2809172,237.6149,38.505486,55.735336,8.031202,363.17538,252.77153,234.05217
Colombia,2022,81.2833,30.05888,400.8018,18.388254,18.418335,592.4948,168.37184,0.090236805,80.009964,138.82431,71.02638,42.35114,223.44637,3.5292616,243.18819,40.08519,49.41969,12.352415,357.22745,261.00494,248.24144
Comoros,2015,2.0601337,3.1354232,316.3059,159.91664,31.253738,90.96747,351.0468,2.8439896,0.26128525,62.11555,20.711884,5.356348,43.76528,0.17084037,132.62238,13.104461,180.21649,0,59.824276,804.07526,157.61531
Comoros,2016,2.072601,3.2799416,317.66135,158.5238,38.40349,93.79023,345.1887,2.6963937,0.24146809,66.303116,23.46265,6.137314,43.574932,0.17103991,129.77904,15.72561,182.32854,0,59.179806,811.2825,180.90991
Comoros,2017,2.4260342,2.2448366,321.60556,157.05803,32.404163,99.537865,341.4769,2.556899,0.93618745,66.97263,21.924908,5.4560604,40.37686,0.473127,114.21487,13.690484,183.25114,0,58.637547,816.09375,188.00255
Comoros,2018,2.0626526,2.4047513,313.8351,156.1277,30.094604,142.86636,338.32535,2.7367878,0.92567825,58.770508,19.922205,5.533946,29.4909,2.082776,111.675026,14.257458,176.57314,0,61.145073,803.6195,179.96393
Comoros,2019,2.9968789,14.843602,284.06995,167.62408,37.169342,223.5893,325.79492,2.5946133,0.28158593,5.23951,15.648133,4.9478674,40.84002,0.050283205,110.100105,14.642469,159.51843,0.04022656,52.74708,766.56744,198.6086
Comoros,2020,3.095528,5.3669224,128.51466,263.25052,36.452858,145.59032,354.62894,2.6734107,1.1256466,73.860504,17.578176,7.135795,48.453053,0.21105872,177.99287,24.492865,126.55483,0.05025208,144.93706,707.9714,186.93773
Comoros,2021,3.7760715,3.4446611,132.93579,269.45685,35.742126,123.59605,354.6394,2.309831,1.5867536,93.799225,16.419886,6.3269286,53.11607,0.040170975,176.50122,23.09831,106.21206,0.0903847,147.53795,685.22644,157.16895
Comoros,2022,3.4809618,4.6947837,124.221176,260.31976,35.050373,146.31075,351.0053,2.447708,0.41129518,87.53565,20.073212,4.263426,33.826523,0.44138995,176.31522,21.89896,120.29882,0.040126357,164.63844,650.3379,169.96523
Congo,2015,40.196945,2.4638762,188.9038,54.17547,36.620354,150.73358,927.8878,1.7386223,29.65593,54.9504,13.312879,2.3744614,19.61166,0.2682446,83.06641,35.99445,27.589453,27.947111,27.509974,30.023523,302.60968
Congo,2016,53.79003,2.780873,262.84216,51.25745,45.159393,137.16656,840.46924,1.6089337,27.361803,53.025288,12.960855,2.4729908,18.751028,0.31781405,79.00659,33.39034,26.259388,0,31.2153,96.60554,263.14014
Congo,2017,58.375572,2.6904387,227.66473,49.956783,51.991985,136.95425,833.7184,1.5487396,31.54068,74.5182,13.313204,1.8862854,16.539745,0.24819545,75.32236,33.30783,25.057814,0,29.982012,108.95781,290.8553
Congo,2018,72.043495,2.3915265,204.9171,48.028996,49.71596,131.92097,833.2138,1.5480419,28.460157,80.64703,9.953116,1.2106483,15.738427,0.24808365,72.94652,33.06459,23.329788,0,26.286943,100.622734,312.14877
Congo,2019,70.65822,1.6464436,279.29037,49.938816,42.5199,94.16467,813.234,1.3786485,32.64124,74.814,10.374578,1.1703634,9.819151,0.09918335,76.52988,30.766676,26.848932,0,33.276012,102.59526,310.03723
Congo,2020,65.162094,1.7841766,317.1473,33.948917,40.17371,118.56845,812.9006,1.1993632,33.929092,84.28252,9.366927,1.4372535,14.927611,0.10903301,74.88586,13.54983,26.713089,8.345982,42.77068,96.90061,294.6667
Congo,2021,69.727,3.2387397,294.9234,33.60564,42.103615,101.82716,796.9875,1.2182416,38.736122,96.43918,10.548189,1.228146,12.479548,0.06933083,73.837326,12.103181,23.8399,8.141419,28.831718,104.62021,343.42526
Congo,2022,74.17695,4.16491,267.0192,31.99363,41.10499,139.71739,774.92053,1.1178974,42.737316,102.628914,13.207018,0.7122886,13.24659,0.26710823,71.86201,12.811302,24.267279,0.73207444,38.018406,107.28847,321.55875
Costa Rica,2015,88.97396,104.93583,399.91037,16.510527,33.579872,537.8977,55.282326,0.08128259,39.48302,95.77122,51.14707,36.9531,315.98608,8.473711,142.9456,49.074368,90.01031,21.783735,112.66784,394.25107,296.19376
Costa Rica,2016,71.65375,117.16384,400.74078,21.683084,38.468678,538.2262,56.676777,0.091446936,43.843727,99.17928,48.29414,39.738773,319.93216,8.697619,158.6706,44.250153,94.688225,23.156397,122.71162,446.79956,283.28226
Costa Rica,2017,75.63242,114.5413,474.93625,21.904028,44.336597,524.43634,56.737022,0.08131426,49.052822,100.62639,48.554775,39.610207,321.58774,8.903912,144.92233,51.095848,101.22608,25.61399,131.5258,387.57425,291.68442
Costa Rica,2018,74.49614,108.59741,445.28906,30.868061,42.25549,519.9885,55.473038,0.08133876,49.616646,102.425835,51.517937,39.855995,325.3144,8.906595,142.52585,54.69015,95.603546,23.262886,136.02892,404.04016,298.93015
Costa Rica,2019,83.77089,110.87413,420.30875,20.116404,42.276993,497.44876,40.7108,0.071190506,52.741997,146.40837,50.18931,40.253147,326.58136,9.67174,106.85695,41.554916,80.201195,18.855316,135.47554,416.95264,383.2592
Costa Rica,2020,113.97618,114.94294,420.20578,19.671068,41.98801,474.1918,37.62232,0.040705778,59.542377,123.41992,54.53557,44.34895,338.3668,10.227327,92.972,41.19425,87.7006,3.97899,145.43158,422.70917,385.82974
Costa Rica,2021,122.97334,103.52862,451.80197,25.118217,41.772022,459.56357,39.215385,0.2037163,63.610413,118.72585,56.256252,49.054882,343.81198,10.043213,86.406265,40.896046,84.62375,13.791593,147.83691,400.21085,337.2014
Costa Rica,2022,119.08829,109.05637,390.64346,25.140974,41.59577,455.76938,47.661823,0.20390086,63.025753,124.08386,55.960587,48.273525,349.45547,11.143182,124.89947,38.27219,91.06212,21.603296,132.49478,379.0007,327.04678
Cote d'Ivoire,2015,29.45118,2.710518,238.1517,44.611385,32.572945,81.5492,809.2111,2.8413703,7.1501594,7.243625,7.2623186,6.495896,12.524462,17.627712,125.41285,28.348278,18.225895,0,153.08817,672.6851,136.32036
Cote d'Ivoire,2016,22.583782,2.8509228,227.24464,46.835262,33.093067,85.63949,833.308,2.5434706,2.7018552,7.313642,7.0900407,6.2701674,11.133506,17.75771,125.45924,28.686249,18.540316,0,150.05544,671.50415,139.97473
Cote d'Ivoire,2017,21.675406,2.9929163,221.73605,47.895954,36.296078,87.50097,853.66895,2.3422823,6.534224,6.89672,6.822362,6.2182016,9.108875,20.058115,125.22845,28.916033,18.199162,0.009294771,146.90385,665.27325,154.76723
Cote d'Ivoire,2018,22.946714,2.7383823,233.42155,24.608309,39.952534,113.05341,859.6014,2.320663,5.8480706,7.1569242,6.702074,5.49533,8.753541,19.88344,122.82805,28.581285,17.57206,0.43628463,141.88533,662.6699,151.44646
Cote d'Ivoire,2019,22.295893,2.9678392,251.96954,51.25087,39.435165,104.99658,873.20325,2.8194473,5.332836,10.06283,7.039344,7.215559,8.699479,16.04488,132.57893,30.995369,13.781903,4.2662687,141.23204,652.8319,151.07228
Cote d'Ivoire,2020,22.82888,3.1248302,234.4921,45.69485,38.44376,95.56232,889.7978,2.8652005,6.481473,9.420854,6.9358253,6.9172807,9.652666,11.646253,136.34274,30.673412,13.064944,7.4087224,178.86641,615.2578,178.43059
Cote d'Ivoire,2021,26.690533,2.6699803,254.31563,62.62402,37.509514,106.62307,866.0748,3.2169554,4.12549,8.278793,4.616841,6.8047414,12.49699,7.843067,121.50264,31.576225,12.014911,11.171271,175.68098,637.75446,175.86641
Cote d'Ivoire,2022,23.6069,2.066067,255.78465,48.399708,36.577724,115.02342,871.7228,2.668284,3.0574086,8.579274,4.4656696,6.818948,10.645341,7.7546997,123.40813,30.768648,12.377872,4.0394855,175.8288,653.11804,173.92023
Croatia,2015,157.1776,139.96992,255.74538,40.13088,30.449026,445.11108,73.96653,8.380093,189.79283,35.4425,64.5796,29.971035,362.89664,19.36371,129.33209,73.88516,6.6511903,5.7562284,66.50173,23.960556,804.5194
Croatia,2016,160.52011,149.59413,272.17963,40.844814,31.440296,455.6341,75.00129,8.679523,189.04002,36.454,66.53621,34.360703,347.48724,20.963602,105.47152,156.59901,6.6883388,5.6263733,69.93653,24.34351,821.69556
Croatia,2017,164.69145,153.39615,246.45132,42.45759,34.183956,471.43234,69.69375,8.756684,202.93513,40.905636,69.909584,33.824234,364.72824,17.287256,104.144936,154.05392,6.680569,5.724734,64.87347,24.718105,758.5015
Croatia,2018,168.74214,159.3561,243.56177,34.215664,35.4251,488.02286,76.856026,8.96223,209.84229,66.98414,73.13469,26.679947,366.8519,21.035915,125.87436,179.33763,6.6674027,4.972125,75.7603,24.550514,714.022
Croatia,2019,180.51053,227.54437,278.19382,30.178324,35.845177,457.3161,77.17073,9.634687,219.4015,56.08838,69.53551,28.344627,340.02155,25.247025,102.10696,170.19208,13.115605,5.2317386,72.788506,24.760109,734.0388
Croatia,2020,165.55762,219.64514,298.64197,31.934444,36.141254,464.08563,79.369835,8.703742,202.96298,62.90526,64.29372,30.224781,335.6847,31.1366,117.93571,198.37279,11.718967,5.750687,69.80609,27.934868,742.4085
Croatia,2021,173.2556,251.29147,363.83984,30.281193,36.416058,411.7187,67.969734,9.207468,237.41821,71.942406,72.79073,31.377811,332.44135,29.76392,107.08597,161.83418,12.849074,2.4311855,59.848545,29.391481,766.02
Croatia,2022,163.47406,246.46445,383.4373,35.836998,36.57973,441.65952,73.12852,10.449878,229.08238,74.25294,77.39925,30.421215,332.98285,32.53595,120.71517,155.60312,17.217026,2.7749429,36.92015,30.6069,760.89136
Cuba,2015,95.84833,38.560596,180.0299,21.985775,12.471345,536.5193,254.69707,6.688262,118.910255,71.41857,36.74018,29.549042,134.93192,0.16092058,212.80742,90.17588,136.87302,,276.8337,657.2198,415.86908
Cuba,2016,95.40297,41.600365,185.70154,55.856445,11.376674,529.1764,258.45184,5.9702363,124.50913,91.43623,36.91881,30.767357,142.97357,0.1510178,232.47679,87.882286,161.64944,,275.2551,640.12415,406.9124
Cuba,2017,96.68592,42.421665,190.27763,30.186003,10.492029,512.81934,274.66742,6.3798795,124.140564,108.5285,37.37219,32.262234,145.44714,0.16126078,231.16733,96.73631,161.30109,,310.2456,583.1694,422.3823
Cuba,2018,98.29793,39.5129,192.30756,21.088346,11.3312025,521.69946,276.43896,6.2760534,127.06486,108.45868,37.908573,35.486942,151.25087,0.15135178,220.78188,86.80528,176.1331,0,276.4995,595.7407,384.19135
Cuba,2019,131.88742,37.79035,223.00449,22.112558,11.586617,526.9941,288.50372,5.9094777,147.96927,110.16882,44.406944,32.10311,150.84825,0.25254178,228.40889,81.65181,155.59604,0.030305013,253.66307,579.97736,388.50018
Cuba,2020,110.61769,23.751457,286.85776,15.864639,11.61789,511.05576,243.81393,8.301382,143.24687,147.41272,42.123703,32.64941,140.62805,0.070779145,206.07854,63.145107,154.1772,0.030333918,265.55325,586.0513,384.97787
Cuba,2021,127.207085,23.085316,319.62183,10.68746,11.679288,484.1338,249.89021,11.436391,112.92677,124.25183,43.35708,27.801563,110.13346,0.0809656,201.52338,100.619995,127.014786,0.0809656,280.08023,596.7468,375.91315
Cuba,2022,131.08192,27.76747,272.6261,9.438305,11.739588,480.29916,259.79163,8.840174,121.714584,114.14164,45.35658,30.200546,111.901184,0.050689068,219.8182,84.03233,134.32603,0.03041344,273.0012,631.95074,310.50095
Cyprus,2015,111.09969,34.076675,327.36975,52.40019,33.50224,266.87875,54.493473,23.999714,145.24452,89.91374,26.297457,26.462973,244.24213,21.536459,108.675385,75.28024,26.599277,63.59681,102.75578,45.331715,887.9505
Cyprus,2016,113.91366,32.05153,370.69388,44.862465,33.378136,229.21204,51.737564,23.433447,145.89742,89.928276,28.168552,26.900047,245.79942,20.421959,93.65632,68.30559,26.822582,62.67963,99.59215,45.259476,876.29474
Cyprus,2017,106.99464,36.673416,385.88025,58.729496,37.53099,230.57228,39.3425,23.703783,150.44194,91.51009,29.234665,27.24008,235.01433,20.0904,97.484215,64.115845,23.925404,61.812916,99.82568,46.32837,861.9697
Cyprus,2018,108.39693,37.417606,369.51447,56.69713,36.10353,243.83315,47.565735,23.979498,147.90555,91.4674,30.233353,26.981731,198.2625,24.209702,108.29142,65.991585,26.02255,61.109352,100.1192,45.43635,870.73395
Cyprus,2019,110.89612,73.52324,358.26578,47.07665,38.719566,218.04826,35.911583,24.717867,152.89166,111.11578,30.687214,26.95279,298.9162,25.959492,84.57369,63.657104,23.065552,48.21321,98.74731,53.829174,825.03046
Cyprus,2020,82.26179,68.386765,332.763,45.388435,31.408873,219.92863,31.484901,19.615103,143.19785,95.47157,25.906382,23.882147,320.08542,24.956038,95.8422,64.16724,26.086946,48.172943,93.51386,56.52647,830.25867
Cyprus,2021,90.116875,53.24272,365.26566,46.848305,30.01692,228.64052,44.97815,18.049822,144.88971,102.86793,27.325031,22.111267,341.9265,27.032228,91.55254,64.43531,22.989674,47.821163,78.952614,48.44455,754.0688
